,review_description,rating,cleaned_text,sentiment_score,vader_label,highest_emotion
168801,Always a fun game its one of those ones you get sucked in by it. Its also one of those games you always come back to. I've been playing it for Years now and never have grown bord with it. Its just a fun little game that I think almost anyone thats played it ends up loving it. If you haven't tried it which is highly unlikely because of how big it is nowadays than I recommend doing so and I promise you'll end up being sucked in by it too...,5,always a fun game its one of those ones you get sucked in by it its also one of those games you always come back to ive been playing it for years now and never have grown bord with it its just a fun little game that i think almost anyone thats played it ends up loving it if you havent tried it which is highly unlikely because of how big it is nowadays than i recommend doing so and i promise youll end up being sucked in by it too,0.9103,2,positive
137249,Good,5,good,0.4404,2,trust
204112,Great,4,great,0.6249,2,trust
74598,I love this game,3,i love this game,0.6369,2,positive
68376,Really addicted lol,4,really addicted lol,0.4728,2,trust
13611,Very fantastic game,5,very fantastic game,0.5984,2,trust
61374,Fun to play to pass the time!,5,fun to play to pass the time,0.6908,2,anticipation
173432,Nice game it's good,5,nice game its good,0.6908,2,trust
245221,Excellent,5,excellent,0.5719,2,trust
307736,Enjoy playing this game with all my heart,5,enjoy playing this game with all my heart,0.6124,2,trust
237399,Nice game,4,nice game,0.4215,2,trust
241968,I truly enjoy playing this game !,5,i truly enjoy playing this game,0.7845,2,trust
32532,Very good and nice to play,5,very good and nice to play,0.8251,2,trust
183067,Very nice game,5,very nice game,0.4754,2,trust
27729,Nice game,5,nice game,0.4215,2,trust
248974,Fun game,4,fun game,0.5106,2,positive
67388,Nice game timepass,2,nice game timepass,0.4215,2,trust
228432,Keeps freezing after I win each level,3,keeps freezing after i win each level,0.5267,2,trust
171038,This is a good game for my grandmother 👍👍👏😎,5,this is a good game for my grandmother,0.4404,2,positive
261756,Excellent game good time wasters,5,excellent game good time wasters,0.765,2,trust
72488,I enjoyed playing Candy crush Saga because this challenges my visual capacity and analytical skills.,5,i enjoyed playing candy crush saga because this challenges my visual capacity and analytical skills,0.596,2,trust
74827,Lots of fun!,5,lots of fun,0.5106,2,positive
265028,Really good so far,5,really good so far,0.4927,2,trust
3616,Nice,5,nice,0.4215,2,trust
221183,Feel good,5,feel good,0.4404,2,trust
51329,Good,5,good,0.4404,2,trust
173109,Great,5,great,0.6249,2,trust
155585,Good,5,good,0.4404,2,trust
69590,Fun and challenging,5,fun and challenging,0.5994,2,positive
127883,I love the game,5,i love the game,0.6369,2,positive
122059,Good,5,good,0.4404,2,trust
204469,Good,5,good,0.4404,2,trust
283108,Fun,5,fun,0.5106,2,positive
56903,Veri good game,5,veri good game,0.4404,2,trust
143882,So far this game is fun,4,so far this game is fun,0.5106,2,positive
226182,Fantastic,4,fantastic,0.5574,2,trust
117267,Awesome Game,5,awesome game,0.6249,2,trust
250206,D game z fun nd addictive😍😍,5,d game z fun nd addictive,0.5106,2,positive
32662,Nice game,5,nice game,0.4215,2,trust
214261,Really enjoy,5,really enjoy,0.5413,2,trust
272348,Best of all time,5,best of all time,0.6369,2,anticipation
93311,Best playing this game,5,best playing this game,0.7184,2,trust
196405,Super,5,super,0.5994,2,trust
227208,Sweet,4,sweet,0.4588,2,trust
147994,"Since it's creation, good time killer, and happy to play all over again.",5,since its creation good time killer and happy to play all over again,0.7003,2,anticipation
257370,Just fine,3,just fine,0.2023,2,trust
53314,So fun!!!!,5,so fun,0.5563,2,positive
89737,Fun,4,fun,0.5106,2,positive
110066,Nice game enjoy for it very beautiful 😌😍,3,nice game enjoy for it very beautiful,0.8805,2,positive
234389,I love it!!!! Very addictive I really recommend it this amazing game!!!😁😄,5,i love it very addictive i really recommend it this amazing game,0.9013,2,positive
80187,Same old thing 😴 There was a fine bit of buttsuckin going on! Finally I had a nice juicy weht fahrt und it was much better than the game. Thank you for your help 🙏 😊,1,same old thing there was a fine bit of buttsuckin going on finally i had a nice juicy weht fahrt und it was much better than the game thank you for your help,0.8934,2,trust
152549,Competitive and fun.,4,competitive and fun,0.6124,2,positive
40005,I love it ❤️,5,i love it,0.6369,2,positive
299925,Candy 🍬 as good game I like this game and I'm planning this,5,candy as good game i like this game and im planning this,0.6597,2,trust
188636,Super game's,5,super games,0.5994,2,trust
195869,Awesome,4,awesome,0.6249,2,trust
111317,This game is too much interesti.ng and. Enjoyable,1,this game is too much interesting and enjoyable,0.6808,2,positive
122740,Best game..,5,best game,0.6369,2,trust
66445,Nice,5,nice,0.4215,2,trust
285826,Best game ever played. Am loving it every day.,5,best game ever played am loving it every day,0.8885,2,trust
119289,nice game well played,1,nice game well played,0.743,2,trust
222282,good game,5,good game,0.4404,2,trust
92128,Nice game,5,nice game,0.4215,2,trust
55945,Good game,5,good game,0.4404,2,trust
49183,Very best game and fantastek game,1,very best game and fantastek game,0.6697,2,trust
173577,Nice game,3,nice game,0.4215,2,trust
255733,Good,1,good,0.4404,2,trust
209220,Decent fun 🤙,3,decent fun,0.5106,2,positive
52749,Great,5,great,0.6249,2,trust
128104,Superb fun,5,superb fun,0.8126,2,positive
168407,Excellent,5,excellent,0.5719,2,trust
116415,Love it,5,love it,0.6369,2,positive
166899,KING 👑👑 I LOVE,5,king i love,0.6369,2,positive
95231,Good game beautiful game Wonderful game and top of the world game,5,good game beautiful game wonderful game and top of the world game,0.9062,2,positive
80600,Nice,5,nice,0.4215,2,trust
10650,Nice 🙂👍,5,nice,0.4215,2,trust
177386,Quick and fun game.,5,quick and fun game,0.5106,2,positive
78509,Nice,5,nice,0.4215,2,trust
193195,Don't play this game the further you make progress in the game more money they want for you to progress through levels.,1,dont play this game the further you make progress in the game more money they want for you to progress through levels,0.6283,2,positive
308335,Super app,5,super app,0.5994,2,trust
195452,Fun,5,fun,0.5106,2,positive
246659,Lots of fun too much fun,5,lots of fun too much fun,0.765,2,positive
101396,Nice game but moves in NIGHTMARISHLY HARD LEVELs are too small... Work on it,2,nice game but moves in nightmarishly hard levels are too small work on it,0.0772,2,negative
38277,Amazing,4,amazing,0.5859,2,trust
239524,"After an update I cannot get the game to move past a screen that wants me to purchase boosters. I cannot access the exit button, only the purchase button. Been playing this for years it seems to be less fun then it was. Adds, buy, buy, buy, and no longer can play with friends.",2,after an update i cannot get the game to move past a screen that wants me to purchase boosters i cannot access the exit button only the purchase button been playing this for years it seems to be less fun then it was adds buy buy buy and no longer can play with friends,0.7968,2,positive
86941,Super,5,super,0.5994,2,trust
265617,It's a very fun game I play it every day before school or at the end of the day,5,its a very fun game i play it every day before school or at the end of the day,0.7397,2,trust
122938,Like is game,5,like is game,0.3612,2,trust
96568,Nice,4,nice,0.4215,2,trust
304760,Super,5,super,0.5994,2,trust
144171,good,5,good,0.4404,2,trust
157096,"Great colors, movement and levels",5,great colors movement and levels,0.6249,2,trust
164628,Mega game recommend to all,5,mega game recommend to all,0.3612,2,trust
110173,Super good game Very nice gama,2,super good game very nice gama,0.8718,2,trust
238865,After updating it getting struck.. Resolve this,4,after updating it getting struck resolve this,0.1531,2,trust
225874,Good,5,good,0.4404,2,trust
224728,Fun,5,fun,0.5106,2,positive
74752,Fun game,4,fun game,0.5106,2,positive
240504,It's a good game for working your mind,5,its a good game for working your mind,0.4404,2,positive
10175,Nice game,5,nice game,0.4215,2,trust
172048,Cool,4,cool,0.3182,2,positive
128778,Nice,4,nice,0.4215,2,trust
28056,Good game,5,good game,0.4404,2,trust
198614,Awesome,5,awesome,0.6249,2,trust
307160,Best game,5,best game,0.6369,2,trust
202853,I love this game it's my favourite game very interesting amazing I love you so much my candy crush 😘😘😍😍,5,i love this game its my favourite game very interesting amazing i love you so much my candy crush,0.942,2,positive
6138,Awesome,5,awesome,0.6249,2,trust
30724,Very exciting!! It gets harder with each new level but it's thrilling at the same time. I also appreciate the additional features that come up with each upgrade. Thank you for this,5,very exciting it gets harder with each new level but its thrilling at the same time i also appreciate the additional features that come up with each upgrade thank you for this,0.9216,2,positive
94496,I am happy with the length of some of the levels and enjoying the bonus items,5,i am happy with the length of some of the levels and enjoying the bonus items,0.891,2,positive
241901,Relaxing game,3,relaxing game,0.4939,2,trust
290032,Good,5,good,0.4404,2,trust
57943,Nice game,5,nice game,0.4215,2,trust
195927,Great,5,great,0.6249,2,trust
305651,everytime power pops activate my whole board FREEZES. i couldnt make a move unless i use the ufo bonus. i had to sacrifice my streaks just bc of that power pops that freezes my board! i had to exit thr game to continue playing 😡,2,everytime power pops activate my whole board freezes i couldnt make a move unless i use the ufo bonus i had to sacrifice my streaks just bc of that power pops that freezes my board i had to exit thr game to continue playing,0.6249,2,anticipation
16628,Great!,5,great,0.6249,2,trust
110758,Good,5,good,0.4404,2,trust
288174,Great game,5,great game,0.6249,2,trust
28138,Good,5,good,0.4404,2,trust
299644,Good,5,good,0.4404,2,trust
274388,Great game,5,great game,0.6249,2,trust
234723,"New to the game, like it,but not sure about the moves sometimes.",4,new to the game like itbut not sure about the moves sometimes,0.1376,2,trust
215734,Its nice game 😊😊,5,its nice game,0.4215,2,trust
136308,Good,1,good,0.4404,2,trust
37655,Very nice games the colours also makes the mind to relax and swipe the stress away😎👍,4,very nice games the colours also makes the mind to relax and swipe the stress away,0.4927,2,negative
90916,It is interesting I really love to play this game❤️❤️,5,it is interesting i really love to play this game,0.8707,2,positive
230662,love this game,5,love this game,0.6369,2,positive
176251,The game candy crush was so fun..i enjoyed a lot,5,the game candy crush was so funi enjoyed a lot,0.4549,2,trust
192721,Fun fun fum,5,fun fun fum,0.765,2,positive
237531,"After playing one level, if I dont clear the round, Try again page comes on the screen and i am unable to click on Try again option. I am clicking on cross symbol to go back to play but it's not working and I have to reopen the app again and again to play. Please fix this issue",3,after playing one level if i dont clear the round try again page comes on the screen and i am unable to click on try again option i am clicking on cross symbol to go back to play but its not working and i have to reopen the app again and again to play please fix this issue,0.762,2,positive
171028,Good,5,good,0.4404,2,trust
233202,"I love the game, no complain",5,i love the game no complain,0.128,2,positive
199781,Good,5,good,0.4404,2,trust
56242,Very good,5,very good,0.4927,2,trust
145645,Good,4,good,0.4404,2,trust
54052,Nice game,5,nice game,0.4215,2,trust
47507,Wow,5,wow,0.5859,2,trust
244317,Nice,5,nice,0.4215,2,trust
301611,Better,5,better,0.4404,2,trust
198821,Lovely gem,5,lovely gem,0.5859,2,positive
250470,Excellent,5,excellent,0.5719,2,trust
143100,Nice,5,nice,0.4215,2,trust
197788,Awesome and enjoyable,5,awesome and enjoyable,0.7906,2,trust
114561,Good,5,good,0.4404,2,trust
156982,I love the game,4,i love the game,0.6369,2,positive
163376,Great game still,5,great game still,0.6249,2,trust
98122,Hope,5,hope,0.4404,2,trust
197900,It is good,5,it is good,0.4404,2,trust
110810,Very good,5,very good,0.4927,2,trust
160214,Great love it,5,great love it,0.8519,2,positive
95152,good aap 😇,5,good aap,0.4404,2,trust
304706,Challenges you mentally and very hard to drop it once you've started playing. Could improve the spinning wheel and winning the jackpot.,4,challenges you mentally and very hard to drop it once youve started playing could improve the spinning wheel and winning the jackpot,0.6534,2,positive
159240,Lots of fun,5,lots of fun,0.5106,2,positive
153934,The game is great and fun to play 😊,5,the game is great and fun to play,0.8689,2,positive
240661,I love candy crish,5,i love candy crish,0.6369,2,positive
259068,Favorite game,5,favorite game,0.4588,2,trust
210385,Good play,5,good play,0.6486,2,trust
272612,This game so sweet,5,this game so sweet,0.5949,2,trust
121181,Good,5,good,0.4404,2,trust
151137,Nice,5,nice,0.4215,2,trust
294193,Great,5,great,0.6249,2,trust
189709,Best game ever 👌,5,best game ever,0.6369,2,trust
63274,Ilove it my entire family has it amazing,4,ilove it my entire family has it amazing,0.5859,2,trust
50,Great fun,5,great fun,0.8126,2,positive
165063,This game is very nice,4,this game is very nice,0.4754,2,trust
217484,Super,5,super,0.5994,2,trust
71321,Super 💥💯😘,5,super,0.5994,2,trust
301160,Good,5,good,0.4404,2,trust
68357,Still fun after all these years.,5,still fun after all these years,0.5106,2,positive
114689,Nice game,5,nice game,0.4215,2,trust
214894,Love it,5,love it,0.6369,2,positive
109790,Love it,5,love it,0.6369,2,positive
88996,I've been captured by the challenge of the game 😎... I love the tournament!!. I've been playing to qualify for the tournament and I don't know if Im registered or not.. how can I find out if I'm registered?? PLEASE HELP ME!!,5,ive been captured by the challenge of the game i love the tournament ive been playing to qualify for the tournament and i dont know if im registered or not how can i find out if im registered please help me,0.8834,2,positive
183766,Nice,5,nice,0.4215,2,trust
18967,Love it,5,love it,0.6369,2,positive
144865,Superb,5,superb,0.6249,2,positive
110020,Okay,4,okay,0.2263,2,trust
33739,Very good tym pass,5,very good tym pass,0.4927,2,trust
64292,Nice,5,nice,0.4215,2,trust
117770,Nice one,3,nice one,0.4215,2,trust
144924,Apple users get free bonuses from ads,1,apple users get free bonuses from ads,0.7845,2,trust
74543,Good,5,good,0.4404,2,trust
219396,I LOVE THIS GAME,5,i love this game,0.6369,2,positive
28631,Nice,4,nice,0.4215,2,trust
33251,The best,5,the best,0.6369,2,trust
219620,So good,5,so good,0.4927,2,trust
98602,Fun,5,fun,0.5106,2,positive
80860,Im happy,5,im happy,0.5719,2,trust
290409,Good,5,good,0.4404,2,trust
69646,I love it started like 1 week ago I play it when I'm bored I got lvl 36,5,i love it started like 1 week ago i play it when im bored i got lvl 36,0.7906,2,positive
231747,EXCELLENT GAME FOR EVER I REALLY PREFER IT FOR EVERY ONE WHO SUFFER IN TENSION..THIS IS AN ANTIBIOTIC OF ANGER . REALLY AMAZING..,5,excellent game for ever i really prefer it for every one who suffer in tensionthis is an antibiotic of anger really amazing,0.1513,2,trust
154457,Easy fun game.,5,easy fun game,0.7351,2,positive
224605,Very hard puzzles and fun and relaxing and challenging,5,very hard puzzles and fun and relaxing and challenging,0.7512,2,positive
219,Vari good,1,vari good,0.4404,2,trust
141299,Good,5,good,0.4404,2,trust
241597,Good,5,good,0.4404,2,trust
104218,Good,5,good,0.4404,2,trust
57877,Nice 👍,4,nice,0.4215,2,trust
169768,Nice,5,nice,0.4215,2,trust
136052,So adorable,5,so adorable,0.5413,2,positive
114436,Good Game,5,good game,0.4404,2,trust
255472,"This is by far, one of my favorite games to play.",5,this is by far one of my favorite games to play,0.6597,2,trust
179525,"Enjoy playing, it,s relaxing. Thiis game keeps me trying to find easier,and faster ways to win. It is a brain game.",5,enjoy playing its relaxing thiis game keeps me trying to find easierand faster ways to win it is a brain game,0.9001,2,trust
84012,Good game,5,good game,0.4404,2,trust
7773,Fun,4,fun,0.5106,2,positive
253146,Super easy to get into!,5,super easy to get into,0.7783,2,trust
126785,Fun game,5,fun game,0.5106,2,positive
106281,Nice,5,nice,0.4215,2,trust
176774,It doesn't give extra help or boost even if you updated,1,it doesnt give extra help or boost even if you updated,0.1134,2,positive
215930,It gives me relaxation when I'm playing this game,5,it gives me relaxation when im playing this game,0.6369,2,positive
253454,good game,5,good game,0.4404,2,trust
148420,Awesome thanks,5,awesome thanks,0.7906,2,trust
65772,Good game,3,good game,0.4404,2,trust
224892,Super 💖,5,super,0.5994,2,trust
48611,It's relaxing,5,its relaxing,0.4939,2,trust
206066,"Great game, having fun all day!.",5,great game having fun all day,0.8126,2,positive
39129,Overall good game but u should be able to accept more lives,4,overall good game but u should be able to accept more lives,0.6542,2,trust
40965,Really a great refreshing game. I enjoy a lot.,4,really a great refreshing game i enjoy a lot,0.8221,2,positive
166070,Not enough options for players who want to play without putting money into the game you should be able to earn a in game currency for completing levels which you can then spend in the shop for more lives gold bars power ups etc.,4,not enough options for players who want to play without putting money into the game you should be able to earn a in game currency for completing levels which you can then spend in the shop for more lives gold bars power ups etc,0.4019,2,positive
141596,Great game still. 2023,5,great game still 2023,0.6249,2,trust
303270,Good,4,good,0.4404,2,trust
267026,Very interesting,5,very interesting,0.4576,2,positive
231290,Great 👌😊 game 🎮 love it.,5,great game love it,0.8519,2,positive
94143,good,3,good,0.4404,2,trust
184994,Its pretty addictive and fun colorful and there are so many different levels,4,its pretty addictive and fun colorful and there are so many different levels,0.7579,2,positive
59981,Super game,3,super game,0.5994,2,trust
199473,It's a great offline game,5,its a great offline game,0.5574,2,trust
35495,Amazing 😍,5,amazing,0.5859,2,trust
138960,Good Good,5,good good,0.7003,2,trust
35815,Nice,5,nice,0.4215,2,trust
199854,Nice,5,nice,0.4215,2,trust
243810,Enjoy,5,enjoy,0.4939,2,trust
158289,It keeps resting and brings joy and mind refreshing,3,it keeps resting and brings joy and mind refreshing,0.5859,2,positive
260126,Excellent entertainment game,5,excellent entertainment game,0.7579,2,trust
174073,It's fun,5,its fun,0.5106,2,positive
293937,Best game,5,best game,0.6369,2,trust
33181,Awesome,5,awesome,0.6249,2,trust
280090,Nice 👍🏼,5,nice,0.4215,2,trust
207916,Nice game,4,nice game,0.4215,2,trust
226283,Excellent game,5,excellent game,0.5719,2,trust
81958,Super fun!,5,super fun,0.802,2,positive
146761,"I love this game, so much fun",5,i love this game so much fun,0.8307,2,positive
155517,Really amazing game I love this game since I was a kid and it has always been my favorite game it should be everyone's favorite game too,5,really amazing game i love this game since i was a kid and it has always been my favorite game it should be everyones favorite game too,0.9388,2,positive
37463,I like this game,5,i like this game,0.3612,2,trust
20282,This game is getting intense 🤯 holly MOLLE,5,this game is getting intense holly molle,0.0772,2,trust
14832,Super love it. I enjoy playing it. It's really fun.,5,super love it i enjoy playing it its really fun,0.9493,2,positive
253685,Awesome game,5,awesome game,0.6249,2,trust
48716,great fun I love it. Amazing make me very relaxed greatly appreciate is wonderful 👍👍 👍👍👍👍👍 👌👍 👍👍 👍👍👍👍fantastic👌amazing,5,great fun i love it amazing make me very relaxed greatly appreciate is wonderful fantasticamazing,0.9801,2,positive
1835,Nice,5,nice,0.4215,2,trust
255685,Superb app love to play,5,superb app love to play,0.8934,2,positive
205628,Love it,5,love it,0.6369,2,positive
303411,nice,5,nice,0.4215,2,trust
34348,Excellent,4,excellent,0.5719,2,trust
220088,Great game for relaxinb relaxing,5,great game for relaxinb relaxing,0.8074,2,trust
233002,Sweetie game offline india and gai thi ky in the first time since his arrival from a gai ho gaya,5,sweetie game offline india and gai thi ky in the first time since his arrival from a gai ho gaya,0.4019,2,anticipation
30878,Fun,5,fun,0.5106,2,positive
22533,Very good game 🎮,5,very good game,0.4927,2,trust
175808,Pay to play. Not what anyone would want!,2,pay to play not what anyone would want,0.3182,2,trust
163678,"Great graphics, fun game!!",5,great graphics fun game,0.8126,2,positive
107929,Good,5,good,0.4404,2,trust
65591,It's ok,3,its ok,0.296,2,trust
289753,good,4,good,0.4404,2,trust
304332,Nice game,5,nice game,0.4215,2,trust
245317,Very nice app,5,very nice app,0.4754,2,trust
127383,Nice,5,nice,0.4215,2,trust
175859,Super timepass Fun,5,super timepass fun,0.802,2,positive
283936,Alright,5,alright,0.25,2,trust
97468,Good,4,good,0.4404,2,trust
291001,Easy game,5,easy game,0.4404,2,trust
64417,Best game for time pass forget stress and enjoy when offline,5,best game for time pass forget stress and enjoy when offline,0.4939,2,negative
228966,Good,4,good,0.4404,2,trust
28429,Amaizing love it,5,amaizing love it,0.6369,2,positive
14591,Nice 8000 level,5,nice 8000 level,0.4215,2,trust
32435,Is an interesting game,5,is an interesting game,0.4019,2,positive
207129,Very good game,5,very good game,0.4927,2,trust
293964,Amazing,5,amazing,0.5859,2,trust
294263,nice one 👍,5,nice one,0.4215,2,trust
37088,Fun,4,fun,0.5106,2,positive
300460,Excellent addictive fun.,5,excellent addictive fun,0.7906,2,positive
117423,"very enjoy ,remove all stress .,and must be sharpen ..",4,very enjoy remove all stress and must be sharpen,0.1761,2,negative
164395,It is very nice to play,5,it is very nice to play,0.6962,2,trust
280066,Time pass game... Much better👍,3,time pass game much better,0.4404,2,anticipation
180336,Good app,5,good app,0.4404,2,trust
165058,Ok,5,ok,0.296,2,trust
26495,Superb,5,superb,0.6249,2,positive
289789,Good,5,good,0.4404,2,trust
147218,Very nice excellent game .very interesting,5,very nice excellent game very interesting,0.8769,2,positive
285400,Very Entertaining,5,very entertaining,0.4927,2,positive
32910,I love this game,5,i love this game,0.6369,2,positive
33209,I've been playing it since I was 16 and now I'm 30 and it's still fun ;),5,ive been playing it since i was 16 and now im 30 and its still fun,0.6249,2,positive
78388,Nice,5,nice,0.4215,2,trust
247559,This so nice and helpfull,5,this so nice and helpfull,0.4754,2,trust
226253,good,5,good,0.4404,2,trust
282471,Great game,5,great game,0.6249,2,trust
273289,This game is fun but also it is hard,5,this game is fun but also it is hard,0.1406,2,positive
166102,Super game,5,super game,0.5994,2,trust
87520,The best game,5,the best game,0.6369,2,trust
93457,"I downloaded candy crush wayback 8yrs i think . But i quit playing like 5 yrs or so 😆 and still each time i play, i am bored. Do something please like we can play with other players like 1 on 1 😆 2 moves per turn 2 rounds jusy like that! Beat match masters :D",3,i downloaded candy crush wayback 8yrs i think but i quit playing like 5 yrs or so and still each time i play i am bored do something please like we can play with other players like 1 on 1 2 moves per turn 2 rounds jusy like that beat match masters d,0.9657,2,negative
178761,Super Games,5,super games,0.5994,2,trust
155913,GOOD GAME,5,good game,0.4404,2,trust
143476,Great game thanks for letting me have a quick look at this one.,5,great game thanks for letting me have a quick look at this one,0.7906,2,trust
32646,I really like this because this game is relaxing and that 'cool games type',5,i really like this because this game is relaxing and that cool games type,0.807,2,positive
187568,Fun and challenging,5,fun and challenging,0.5994,2,positive
169279,Awesome,5,awesome,0.6249,2,trust
173953,Superb game just time pass,5,superb game just time pass,0.6249,2,positive
29719,many things has improved very nice😍😍😍 ☺😊😊😀😀😃😀,5,many things has improved very nice,0.7346,2,positive
236434,Simply the best game ever,5,simply the best game ever,0.6369,2,trust
267853,Enjoying so far. Been a long time since I've played so started over from the beginning.,4,enjoying so far been a long time since ive played so started over from the beginning,0.7003,2,anticipation
127038,Good,5,good,0.4404,2,trust
82408,i like the game very much i enjoy the game,5,i like the game very much i enjoy the game,0.7165,2,trust
141926,Best game,5,best game,0.6369,2,trust
229082,Amazing,5,amazing,0.5859,2,trust
129917,Gg,5,gg,0.296,2,trust
167266,Nice app,5,nice app,0.4215,2,trust
105843,Too much fun,5,too much fun,0.5106,2,positive
190017,Very nice game and hard level,5,very nice game and hard level,0.4005,2,trust
236284,Relaxing game,5,relaxing game,0.4939,2,trust
215606,"OK, now I always have to 'sign-in' to get my free gifts when I never sign out! What's up with that?? .",4,ok now i always have to signin to get my free gifts when i never sign out whats up with that,0.6705,2,trust
140901,Best game ever,5,best game ever,0.6369,2,trust
106855,Wow wow wow what an amazing game just swipe the stress away😘😘😘,5,wow wow wow what an amazing game just swipe the stress away,0.9246,2,negative
292853,V. Good game,5,v good game,0.4404,2,trust
116190,Live the 2nd chances,5,live the 2nd chances,0.2023,2,trust
130553,I LOVE this game and I think it deserves more credit,5,i love this game and i think it deserves more credit,0.796,2,positive
211084,Not bad keeps trying to trap me though,4,not bad keeps trying to trap me though,0.1406,2,negative
115134,Good,5,good,0.4404,2,trust
274606,Wow,5,wow,0.5859,2,trust
196787,Nice game fun fun,3,nice game fun fun,0.8555,2,positive
165617,I never pay much intention in this game. But suddenly I fell in love with wow. So good it takes your mind off things. And it helps a lot from stressing and other things it's a good game trust me living it 👌👌👌,4,i never pay much intention in this game but suddenly i fell in love with wow so good it takes your mind off things and it helps a lot from stressing and other things its a good game trust me living it,0.9834,2,trust
192445,Fun and very addictive,5,fun and very addictive,0.5106,2,positive
48891,Excellent game,5,excellent game,0.5719,2,trust
29901,Super game,5,super game,0.5994,2,trust
248959,"Colourful, funny and relaxing.",4,colourful funny and relaxing,0.7269,2,trust
162935,Cool,5,cool,0.3182,2,positive
1911,Fun lots of events.,5,fun lots of events,0.5106,2,positive
103460,Best,5,best,0.6369,2,trust
262650,Great!!,5,great,0.6249,2,trust
209274,Like it!!,5,like it,0.3612,2,trust
212151,Nice game,4,nice game,0.4215,2,trust
42228,"Before I finish the game it goes off,and when you return the chances given of playing reduces every time it goes off",4,before i finish the game it goes offand when you return the chances given of playing reduces every time it goes off,0.3818,2,anticipation
190168,This is a good game I wish all the games were good,5,this is a good game i wish all the games were good,0.8176,2,trust
1707,Good game,5,good game,0.4404,2,trust
36435,Great game❤️❤️❤️,1,great game,0.6249,2,trust
26497,Good 👍🏻,5,good,0.4404,2,trust
56624,Amazing and entertaining,5,amazing and entertaining,0.7717,2,positive
142742,Best,5,best,0.6369,2,trust
433,Amazing game,5,amazing game,0.5859,2,trust
93203,Best game ever,5,best game ever,0.6369,2,trust
276198,Good,5,good,0.4404,2,trust
29860,Nice,5,nice,0.4215,2,trust
84310,I love this game,5,i love this game,0.6369,2,positive
58277,Good,5,good,0.4404,2,trust
251825,Outstanding,5,outstanding,0.6124,2,positive
181271,Ok,5,ok,0.296,2,trust
256514,Im having fun to play with it.. stressed reliever if im tired im playing this one.. and im happy to play it,5,im having fun to play with it stressed reliever if im tired im playing this one and im happy to play it,0.8689,2,positive
125801,Superb game more enjoyable...,4,superb game more enjoyable,0.807,2,positive
273091,Good,5,good,0.4404,2,trust
180148,Good for brain,3,good for brain,0.4404,2,trust
195384,Ok,5,ok,0.296,2,trust
140087,Good,5,good,0.4404,2,trust
198871,Good,5,good,0.4404,2,trust
246432,Kindly remove the pig from game because pig is haraam in Islam so please remove that pig,5,kindly remove the pig from game because pig is haraam in islam so please remove that pig,0.7344,2,negative
45660,Ok,3,ok,0.296,2,trust
63253,Outstanding 😍👍,5,outstanding,0.6124,2,positive
60674,This game was so cool.,5,this game was so cool,0.4572,2,positive
167570,Its really fun,5,its really fun,0.5563,2,positive
110613,This game is awesome 🥰😘,5,this game is awesome,0.6249,2,trust
142015,I love this candies,5,i love this candies,0.6369,2,positive
224444,nice timepass game,5,nice timepass game,0.4215,2,trust
281768,Divine,3,divine,0.5574,2,trust
296146,Good 👍👍,5,good,0.4404,2,trust
269789,This game is rigged I won 3 things in the carnival climb and each was 30 mins I only played two game and noticed my gifts were gone like what the hell it don't take 30 minutes to play two games,1,this game is rigged i won 3 things in the carnival climb and each was 30 mins i only played two game and noticed my gifts were gone like what the hell it dont take 30 minutes to play two games,0.4404,2,negative
307265,Better,5,better,0.4404,2,trust
296024,Good game,4,good game,0.4404,2,trust
10871,"Make the next move suggestion a minute later, because it suggests the next move before we even think about it and we might as well not be playing this game.",1,make the next move suggestion a minute later because it suggests the next move before we even think about it and we might as well not be playing this game,0.1301,2,trust
53441,Nice,5,nice,0.4215,2,trust
265115,Downloading this to get geometry dash 2.2 subzero lol,5,downloading this to get geometry dash 22 subzero lol,0.4215,2,trust
85553,I really appreciate and i like this game 😍,5,i really appreciate and i like this game,0.6962,2,trust
158306,Its fun when starting but gets boring when some levels you can' t pass them and you play over 30 times am even thinking of uninstalling it and i have played for 4+ years,2,its fun when starting but gets boring when some levels you can t pass them and you play over 30 times am even thinking of uninstalling it and i have played for 4 years,0.6597,2,positive
40849,Wonderful 👍👍👍👍,5,wonderful,0.5719,2,trust
268486,Nice,5,nice,0.4215,2,trust
78054,Love this game,5,love this game,0.6369,2,positive
136630,I so much love this game. It's my best game in 2022 and up till date.,5,i so much love this game its my best game in 2022 and up till date,0.8651,2,positive
238538,Good,5,good,0.4404,2,trust
178296,Love it,5,love it,0.6369,2,positive
234326,Best game ever,5,best game ever,0.6369,2,trust
66502,Very interesting game of android,5,very interesting game of android,0.4576,2,positive
260680,Nice,5,nice,0.4215,2,trust
28381,Great fun,5,great fun,0.8126,2,positive
264735,Good for family,5,good for family,0.4404,2,trust
257077,Best game,4,best game,0.6369,2,trust
97382,Like,5,like,0.3612,2,trust
165961,"I love this game to de-stress and I love problem solving , you can play off line 😀",5,i love this game to destress and i love problem solving you can play off line,0.8885,2,positive
209911,Would like the option of more turns for watching ads,4,would like the option of more turns for watching ads,0.3612,2,positive
103566,Nice game,4,nice game,0.4215,2,trust
561,The game is okay,3,the game is okay,0.2263,2,trust
179763,Best game ever,5,best game ever,0.6369,2,trust
9675,This game is so good,5,this game is so good,0.5777,2,trust
147089,Nice game,5,nice game,0.4215,2,trust
