,review_description,rating,cleaned_text,sentiment_score,vader_label,highest_emotion
215376,Bad game,1,bad game,-0.5423,0,negative
64488,Terrible game. I'm never downloading this garbage again,1,terrible game im never downloading this garbage again,-0.4767,0,negative
963,Boycott sweden,1,boycott sweden,-0.3182,0,negative
147701,This app is fake,1,this app is fake,-0.4767,0,negative
194192,Gz see ß see ßdéæ5 hi hi hi hi go go go go hi hi it is in in no ok no appeal papa have everything in o fix the hi there go on in in five so all at Azo account scoop son KC his come it's it's looking for in I'll pan Kal Hall Kal la 0 reckon is it KC can assess all will,5,gz see see d5 hi hi hi hi go go go go hi hi it is in in no ok no appeal papa have everything in o fix the hi there go on in in five so all at azo account scoop son kc his come its its looking for in ill pan kal hall kal la 0 reckon is it kc can assess all will,-0.5267,0,trust
700,Hate this game,1,hate this game,-0.5719,0,negative
258001,Most of the levels are 100% rigged to lose so you would spend out of addiction.,1,most of the levels are 100 rigged to lose so you would spend out of addiction,-0.6369,0,negative
67,Not fine,5,not fine,-0.1511,0,trust
70477,Sugar crush,5,sugar crush,-0.1531,0,positive
131474,Cry nice,5,cry nice,-0.0772,0,negative
53332,Bad game 😂,5,bad game,-0.5423,0,negative
11413,I am plying candy crush because Ms dhoni playing candy crush,5,i am plying candy crush because ms dhoni playing candy crush,-0.1027,0,trust
202501,Stress release,5,stress release,-0.4215,0,negative
101809,It is ok but levels are very hard,3,it is ok but levels are very hard,-0.1128,0,trust
193897,"I am a returning player after 3 years not playing. But the game getting bad nowadays, especially when the booster didn't help at all and 1 cherry left to clear but it didn't appear. I just clear level 5548, I need to take 5 try. There's 1 time where I got 12 moves left and just 2 more jelly to go, I hit the bobber many times and produces at least 30 fish but not one hit the jelly. Sucks.",1,i am a returning player after 3 years not playing but the game getting bad nowadays especially when the booster didnt help at all and 1 cherry left to clear but it didnt appear i just clear level 5548 i need to take 5 try theres 1 time where i got 12 moves left and just 2 more jelly to go i hit the bobber many times and produces at least 30 fish but not one hit the jelly sucks,-0.6579,0,negative
7277,Waste I have no rewards and to buy for cash its go to uninstall,1,waste i have no rewards and to buy for cash its go to uninstall,-0.2263,0,trust
43301,Vast game of the India very bad game 😞,1,vast game of the india very bad game,-0.5849,0,negative
245598,Uninstalling. Game doesn't always save progress and I now it's completely glitched. Somehow I've got over a million lives and my progress is lost.,1,uninstalling game doesnt always save progress and i now its completely glitched somehow ive got over a million lives and my progress is lost,-0.8221,0,positive
77268,Lap2 fu.. rodjoo bana,5,lap2 fu rodjoo bana,-0.6908,0,trust
127655,"The app mistakenly got deleted and I download it again but can't retrieve my progress even after putting my email and password and I'm at 3000 level, I can't start again, it's discouraging.",1,the app mistakenly got deleted and i download it again but cant retrieve my progress even after putting my email and password and im at 3000 level i cant start again its discouraging,-0.815,0,positive
17320,No star very very bad 😞 poor game 😡🤬,1,no star very very bad poor game,-0.8724,0,trust
85625,"I think level 148 is broken, Because it's very difficult to get 3 stars, even though all kinds of items have been used.",1,i think level 148 is broken because its very difficult to get 3 stars even though all kinds of items have been used,-0.7089,0,trust
294621,No comment,4,no comment,-0.296,0,trust
234194,Can't close ads now. Have to exit the whole game. I'll just uninstall. Let me know when that stops. Used to be an ok game.,1,cant close ads now have to exit the whole game ill just uninstall let me know when that stops used to be an ok game,-0.296,0,negative
118762,Great time killer,5,great time killer,-0.0516,0,anticipation
88139,No sleep except during refueling.,5,no sleep except during refueling,-0.296,0,trust
160976,Helped me from getting bored,5,helped me from getting bored,-0.2732,0,trust
184979,Stress management,2,stress management,-0.4215,0,trust
233419,Getting struck in between the game after completing the level,1,getting struck in between the game after completing the level,-0.25,0,positive
231098,The latest is causing crashes and it is really annoying,2,the latest is causing crashes and it is really annoying,-0.4576,0,negative
161333,Lower number of moves with higher number of levels. Kind of harder to complete levels.,4,lower number of moves with higher number of levels kind of harder to complete levels,-0.1531,0,trust
227389,Love the game but keeps freezing nownon a purchase popularity when I lose a level. Very frustrating to have to close out of the game each time,3,love the game but keeps freezing nownon a purchase popularity when i lose a level very frustrating to have to close out of the game each time,-0.3998,0,positive
163212,"Poor game. Just intentionally make it hard so you lose and pay and buy, also for nothing.",3,poor game just intentionally make it hard so you lose and pay and buy also for nothing,-0.7832,0,trust
272825,Very addictive and frustrating.,5,very addictive and frustrating,-0.4877,0,trust
65222,I wanted to continue level for 10 but instead the whole app closed and changed me 20 and took away my win streak and now a day later I have no events... very discouraging $$,1,i wanted to continue level for 10 but instead the whole app closed and changed me 20 and took away my win streak and now a day later i have no events very discouraging,-0.2238,0,trust
77011,Having some technical difficulties,2,having some technical difficulties,-0.296,0,negative
18789,Very boring game,1,very boring game,-0.3804,0,negative
266054,It's a great game but the developers seem to only care about taking your money. They limit the lives you can claim that have been gifted to you bit don't limit lives that are purchased. Levels are set up to have you fail so you spend money to pass the level. Greed has ruined a game I've been playing for years,2,its a great game but the developers seem to only care about taking your money they limit the lives you can claim that have been gifted to you bit dont limit lives that are purchased levels are set up to have you fail so you spend money to pass the level greed has ruined a game ive been playing for years,-0.6597,0,positive
147504,This is a game where I can lost myself when I'm having a stress day.,5,this is a game where i can lost myself when im having a stress day,-0.6249,0,negative
1539,Boycott Sweden's application,1,boycott swedens application,-0.3182,0,negative
232331,The new version is hanging everytime i play. As due to such bad experience i uninstalled it.,5,the new version is hanging everytime i play as due to such bad experience i uninstalled it,-0.2732,0,negative
84158,Nice game but some steps are very difficult to get three stars,5,nice game but some steps are very difficult to get three stars,-0.4194,0,trust
171143,"I used to love this game but when I tried to sign it it said that ""account couldn't be found"". I am so upset because I was on level 658 and I even mad in app purchases just for it all to be deleted.😡",1,i used to love this game but when i tried to sign it it said that account couldnt be found i am so upset because i was on level 658 and i even mad in app purchases just for it all to be deleted,-0.8047,0,trust
95090,"What a ridiculous waste of time and money. I spent $5 on the ""Friday deal"" and proceeded to spend the next two hours of unlimited lives playing the same two hard levels. Just because I refused to spend more money on the darn gold bars for extra moves. This used to be a really good game back in the day. Now it's just a ridiculous way to spend money. I redownloaded this app to reminisce and enjoy myself. I will not be downloading it again.",1,what a ridiculous waste of time and money i spent 5 on the friday deal and proceeded to spend the next two hours of unlimited lives playing the same two hard levels just because i refused to spend more money on the darn gold bars for extra moves this used to be a really good game back in the day now its just a ridiculous way to spend money i redownloaded this app to reminisce and enjoy myself i will not be downloading it again,-0.2975,0,positive
170728,I do not recommend this app . Gets you to a point you have to but live's because you can't win unless you buy,1,i do not recommend this app gets you to a point you have to but lives because you cant win unless you buy,-0.6871,0,trust
207637,Racing sucks and I want to turn it off.,2,racing sucks and i want to turn it off,-0.296,0,trust
228360,Idiots how can you force me to pay for nothing? This just a wasting time thing so i hate your nonsenses,1,idiots how can you force me to pay for nothing this just a wasting time thing so i hate your nonsenses,-0.5971,0,negative
210536,Poor,2,poor,-0.4767,0,trust
197762,"This is one of the most useless apps in the latest versions. The impossible levels and the cash grab is shameless. It is laughable that you make challenges just to give payable ""discounts"", not prizes. Don't waste your money and time on this. 👎",1,this is one of the most useless apps in the latest versions the impossible levels and the cash grab is shameless it is laughable that you make challenges just to give payable discounts not prizes dont waste your money and time on this,-0.8156,0,negative
204678,Gandu game No1 worst game in the world thu,1,gandu game no1 worst game in the world thu,-0.6249,0,trust
93102,Bad 😑😬😬,3,bad,-0.5423,0,negative
74382,Very hard worker game level 1800,5,very hard worker game level 1800,-0.1761,0,trust
238694,Very bad experience with this version,1,very bad experience with this version,-0.5849,0,negative
285160,Been playing a couple years and got to high level and had to restart cause there were no more updates to level up anymore,5,been playing a couple years and got to high level and had to restart cause there were no more updates to level up anymore,-0.1027,0,trust
178582,This game is the worst game i had ever played it is pre installed app thats why it had so much downloads in lv92 it is not giving enough moves don't even want to give a single star but how would i tell all the reality.disgusting!😡,1,this game is the worst game i had ever played it is pre installed app thats why it had so much downloads in lv92 it is not giving enough moves dont even want to give a single star but how would i tell all the realitydisgusting,-0.3567,0,positive
210026,Too hard loose interest quickly. Not as fun any more,2,too hard loose interest quickly not as fun any more,-0.3404,0,positive
54630,The best I just hate when they cheat you out of purchasing,5,the best i just hate when they cheat you out of purchasing,-0.3612,0,negative
253839,Before i updated it adds 13 more moves either its hard or simple level but now 13 moves are not added?,5,before i updated it adds 13 more moves either its hard or simple level but now 13 moves are not added,-0.0516,0,trust
102908,Some levels are very hard and not enough moves...😡💔,1,some levels are very hard and not enough moves,-0.1761,0,trust
257371,"worst game ever!! sadistic game made by sadistic people who rely on pkayers to purchase powerups to get rich so they make it impossible to pass some levels. this game is not fun at all, it's torture!!",1,worst game ever sadistic game made by sadistic people who rely on pkayers to purchase powerups to get rich so they make it impossible to pass some levels this game is not fun at all its torture,-0.7965,0,negative
247181,Actually there's someone who finish these game and Idk what would developer do for her.. She had been reach Lv 1k and finish the game.. 👀 That was crazy for me...,4,actually theres someone who finish these game and idk what would developer do for her she had been reach lv 1k and finish the game that was crazy for me,-0.4019,0,negative
143566,"Too many ads !when ever I play a game and I start the level and boom ! An ad from candy crush . Worst game ever. Even after I downloaded it,it was still giving ads.",1,too many ads when ever i play a game and i start the level and boom an ad from candy crush worst game ever even after i downloaded itit was still giving ads,-0.2263,0,positive
175449,very bad,1,very bad,-0.5849,0,negative
253688,Good time killer,4,good time killer,-0.34,0,anticipation
99057,Love This Game Just Hate Getting Stuck On Levels But 2262 I'm On So Keep Trying I'll Soon Be On 3000 Haha,5,love this game just hate getting stuck on levels but 2262 im on so keep trying ill soon be on 3000 haha,-0.0889,0,negative
250593,Would crush this again,5,would crush this again,-0.1531,0,trust
150599,Time 25 minutes to low 5 minutes,5,time 25 minutes to low 5 minutes,-0.2732,0,anticipation
58201,"Frustrating, symbols are totally different and weird. No idea what they do, ruins the playability. Time to delete",1,frustrating symbols are totally different and weird no idea what they do ruins the playability time to delete,-0.8387,0,negative
189437,Why is there a limit of lives you can accept? Not cool King...not cool😩......now I have reached level 6207 and there is no frog to get the 3rd key. I have updated the app and restarted my phone...what's the problem?,1,why is there a limit of lives you can accept not cool kingnot coolnow i have reached level 6207 and there is no frog to get the 3rd key i have updated the app and restarted my phonewhats the problem,-0.4333,0,positive
243493,It's a good game but I get angry with a level took me 3 days to pass,4,its a good game but i get angry with a level took me 3 days to pass,-0.5423,0,trust
109132,"It interesting game and challenge you again yourself BUT after 600 level it become your stress not a game anymore, sometimes will take a week to finish one level some are unplayable without ads or paying. recently no ads and the levels are always looking on the way to get your money",1,it interesting game and challenge you again yourself but after 600 level it become your stress not a game anymore sometimes will take a week to finish one level some are unplayable without ads or paying recently no ads and the levels are always looking on the way to get your money,-0.6705,0,positive
116527,This is so stressful not relaxing..only then we can win in this game when they will let you win..it's totally a auto generated game..if you are playing outstandingly in a day for 5 level then after that they will not let you to be win in the next level ...so worst..,1,this is so stressful not relaxingonly then we can win in this game when they will let you winits totally a auto generated gameif you are playing outstandingly in a day for 5 level then after that they will not let you to be win in the next level so worst,-0.2692,0,trust
304183,it's candy crush bro nothing more nothing less,4,its candy crush bro nothing more nothing less,-0.1531,0,trust
255996,Loads of fun keeps me from thinking about bad stuff,5,loads of fun keeps me from thinking about bad stuff,-0.0516,0,positive
242631,Disgusting,5,disgusting,-0.5267,0,negative
152747,It very ok but the problem is you can't interact with friends on the game you should create a place one can chat with online friends,5,it very ok but the problem is you cant interact with friends on the game you should create a place one can chat with online friends,-0.7792,0,positive
236084,Game getting stuck,4,game getting stuck,-0.25,0,trust
69920,"This playing app alwyz cut My money to buy the rewards & Nothing get., olwyz show No money was cut",4,this playing app alwyz cut my money to buy the rewards nothing get olwyz show no money was cut,-0.128,0,trust
236921,Stole my money Money got deducted from my bank account but it said that no money was removed from my account I want my money back!!! Edit: So I just realized that I got what I paid for but?? I was about to lose so I paid for 10 gold bars and I was told no money has been taken? The level didn't resume and I lost it and then found that the gold bars came? Too stupid!!,1,stole my money money got deducted from my bank account but it said that no money was removed from my account i want my money back edit so i just realized that i got what i paid for but i was about to lose so i paid for 10 gold bars and i was told no money has been taken the level didnt resume and i lost it and then found that the gold bars came too stupid,-0.8969,0,trust
43208,"Nice, but my Shop didn't work once, i hope it wont happen again.",5,nice but my shop didnt work once i hope it wont happen again,-0.298,0,anticipation
203071,Worst game level are too much hard hell game,1,worst game level are too much hard hell game,-0.8779,0,trust
125586,Wonderful game. Having much fun. But at times so annoying,5,wonderful game having much fun but at times so annoying,-0.3042,0,positive
205800,"Stuck on level 600, and even though I've purchased coins, etc, to try and progress, I'm still unsuccessful. There's a cost of living crisis going on, so I, refuse to spend another penny on this game, even though pop-up after pop-up encourages this. Deleted.",1,stuck on level 600 and even though ive purchased coins etc to try and progress im still unsuccessful theres a cost of living crisis going on so i refuse to spend another penny on this game even though popup after popup encourages this deleted,-0.6972,0,negative
189877,No boring☺️,4,no boring,-0.5423,0,negative
299339,I hate this game who ever made this game is very pour you need to shut this game down so no one will ever play this boring game that's why a gave 1⭐,1,i hate this game who ever made this game is very pour you need to shut this game down so no one will ever play this boring game thats why a gave 1,-0.7777,0,negative
30744,Bad performance 😕,1,bad performance,-0.5423,0,negative
231865,Awful pushed for update finally gave in now freezes constant. It takes away your earn credits when you bought things biggest mistake don't update I uninstalled it started over and it's still freezing.,1,awful pushed for update finally gave in now freezes constant it takes away your earn credits when you bought things biggest mistake dont update i uninstalled it started over and its still freezing,-0.5267,0,positive
279793,Hate this,1,hate this,-0.5719,0,negative
126402,"Once you get past 10,000 levels it's ridiculous. You are given far too many things to do with 20 moves. Basically unless you pay you don't get anywhere. I won't be playing anymore. I'm not being forced to try and spend money. That's what you get for staying and playing the game is for them to just try and rip you off. Don't waste your time",1,once you get past 10000 levels its ridiculous you are given far too many things to do with 20 moves basically unless you pay you dont get anywhere i wont be playing anymore im not being forced to try and spend money thats what you get for staying and playing the game is for them to just try and rip you off dont waste your time,-0.0701,0,anticipation
296,# boycott,1,boycott,-0.3182,0,negative
116742,"Candy crush saga has 13K+levels! Difficulties:None,Very easy,Easy,Somewhat easy,Medium,Somewhat hard,Hard,Super hard,Extremly hard,Almost impossible,Variable!",5,candy crush saga has 13klevels difficultiesnonevery easyeasysomewhat easymediumsomewhat hardhardsuper hardextremly hardalmost impossiblevariable,-0.1531,0,trust
192690,this game so good but not easy,5,this game so good but not easy,-0.1873,0,trust
237091,Crush your stress away,5,crush your stress away,-0.5267,0,negative
163318,This is my stress reliever,5,this is my stress reliever,-0.0772,0,negative
8029,Swipe the stress of today.,5,swipe the stress of today,-0.4215,0,negative
221491,Why lag?the game is stuttering on every candy pop....fix it,3,why lagthe game is stuttering on every candy popfix it,-0.3182,0,trust
34245,"Adictivo, siempre que empiezo a jugar no quiero parar",5,adictivo siempre que empiezo a jugar no quiero parar,-0.296,0,trust
73027,Been playing for years. Had my first real issue with a bug then a crash and lost all my gold bars. They would not restore my account or help in ant way. Horrible service.,1,been playing for years had my first real issue with a bug then a crash and lost all my gold bars they would not restore my account or help in ant way horrible service,-0.7085,0,negative
165401,I hate micro tranactions,4,i hate micro tranactions,-0.5719,0,negative
211277,"Why change the sound effects after so many years!? That's one of the main reasons I play is bc I like the sounds. Now it sounds like the newer candy games which I don't like bc they're not like the original, now the original is ruined. I didn't mind the levels being a bit harder, but I notice when the game intentionally gives a bad board so that I'll waste all my lives and buy a booster. I've spent money on this game before and this is the most disappointed I've ever been with it. Shame 😒",2,why change the sound effects after so many years thats one of the main reasons i play is bc i like the sounds now it sounds like the newer candy games which i dont like bc theyre not like the original now the original is ruined i didnt mind the levels being a bit harder but i notice when the game intentionally gives a bad board so that ill waste all my lives and buy a booster ive spent money on this game before and this is the most disappointed ive ever been with it shame,-0.9683,0,negative
25917,Candy crushed and still.,5,candy crushed and still,-0.4215,0,negative
232525,I always liked playing the game but the constant freezing after a level is becoming frustrating At level 4000 plus am almost giving up on the game,2,i always liked playing the game but the constant freezing after a level is becoming frustrating at level 4000 plus am almost giving up on the game,-0.1254,0,positive
143553,I never pay to you a rupy one because I have no online transaction,5,i never pay to you a rupy one because i have no online transaction,-0.2273,0,trust
147756,"Candy Crush Saga is a puzzle game that involves making matches of 3 or more colored candy pieces. Players swap candy pieces either horizontally and vertically, and once a match is made, the candy disappears, causing the surrounding pieces of candy to fall into the empty spaces.",5,candy crush saga is a puzzle game that involves making matches of 3 or more colored candy pieces players swap candy pieces either horizontally and vertically and once a match is made the candy disappears causing the surrounding pieces of candy to fall into the empty spaces,-0.5859,0,negative
127089,Waste game,1,waste game,-0.4215,0,negative
107186,I never bored play this game.,5,i never bored play this game,-0.0572,0,trust
84147,Great game to kill time,4,great game to kill time,-0.1531,0,negative
205107,What use to be alright is now beginning to bother me the sound upgrade is awful and the vibration is terrible please change it back to the old sound.. Thank you..,2,what use to be alright is now beginning to bother me the sound upgrade is awful and the vibration is terrible please change it back to the old sound thank you,-0.4019,0,negative
183593,Update not good ads after game closed not good,5,update not good ads after game closed not good,-0.5875,0,trust
92680,Some times it lags,4,some times it lags,-0.3612,0,trust
70208,"Overall, an oldie buy goodie. The only problem I have is that you don't get enough moves for the more difficult levels.",4,overall an oldie buy goodie the only problem i have is that you dont get enough moves for the more difficult levels,-0.6697,0,negative
57347,Can only to a point before game makes you pay. That part is boring and it quickly becomes the entire point of the game.,2,can only to a point before game makes you pay that part is boring and it quickly becomes the entire point of the game,-0.4019,0,trust
232717,"It can be frustrating when U get stuck on a level, despite this,it is a Great game!!! Love this!!",5,it can be frustrating when u get stuck on a level despite thisit is a great game love this,-0.4577,0,positive
199805,so tuff game but intrested and hard,3,so tuff game but intrested and hard,-0.1531,0,trust
133902,"Top game enjoy getting new tool to use when it's a tuff level . Great experience, but this game is a thief it sometimes dose a move you didn't opt to move beware...",5,top game enjoy getting new tool to use when its a tuff level great experience but this game is a thief it sometimes dose a move you didnt opt to move beware,-0.1406,0,trust
107558,Great time killer.,5,great time killer,-0.0516,0,anticipation
195265,Not relaxing lol,4,not relaxing lol,-0.6072,0,trust
305303,These games show old fake support Lok😏😏😏,1,these games show old fake support lok,-0.1027,0,trust
161834,"It was a good game but now its all about money, it will keep repeating the difficult stages which will not complete in days.",1,it was a good game but now its all about money it will keep repeating the difficult stages which will not complete in days,-0.3182,0,trust
219629,Boredom killer,5,boredom killer,-0.765,0,negative
17310,Anti depression game and relaxing game,5,anti depression game and relaxing game,-0.4215,0,negative
199730,Wasted,1,wasted,-0.4939,0,negative
146307,A classic but very money orientated the boosters are ridiculously priced,2,a classic but very money orientated the boosters are ridiculously priced,-0.4767,0,positive
117661,Good game but seems rigged. I hate the suggestions they give.,3,good game but seems rigged i hate the suggestions they give,-0.81,0,trust
237168,Candy Crush Saga😍😍🤟🤟👌👌,1,candy crush saga,-0.1531,0,trust
41601,Worst game i see in play store very boring,1,worst game i see in play store very boring,-0.6478,0,positive
1718,Boycott,2,boycott,-0.3182,0,negative
76004,Always give nightmares Hard level so I uninstalled this Hated 😡,1,always give nightmares hard level so i uninstalled this hated,-0.7737,0,trust
291317,"Experience was ok, hate all the micro transactions. They really bring the game down.",2,experience was ok hate all the micro transactions they really bring the game down,-0.3612,0,negative
300401,Adverts to get boosters keep freezing and crashing the game since the most recent update. Seems to be on a go slow too as the moves made appear to happen in slow motion.,2,adverts to get boosters keep freezing and crashing the game since the most recent update seems to be on a go slow too as the moves made appear to happen in slow motion,-0.1027,0,anticipation
129522,"Boring & terrible, unless you're 9 or younger.",1,boring terrible unless youre 9 or younger,-0.6597,0,negative
99793,Fu and entertaining,5,fu and entertaining,-0.4215,0,positive
206568,Not that fun but matching three candy is worse adds but it's a enjoyable relaxing game so if you cancel the adds I'll give it 5 stars,2,not that fun but matching three candy is worse adds but its a enjoyable relaxing game so if you cancel the adds ill give it 5 stars,-0.5341,0,negative
1940,Boycott,1,boycott,-0.3182,0,negative
1382,Bad,1,bad,-0.5423,0,negative
74053,Is it only me who experience some sort of a fraud in this all stars competition? 5 mins and somebody gets 100000 stars more what is technically impossible....,5,is it only me who experience some sort of a fraud in this all stars competition 5 mins and somebody gets 100000 stars more what is technically impossible,-0.624,0,negative
24298,Too greedy. Microsoft abusing children addiction to games.,1,too greedy microsoft abusing children addiction to games,-0.6486,0,negative
67984,"Latest updates makes you watch ads and never reward you with exra life... You watch ads they mame money, you get nothing.",1,latest updates makes you watch ads and never reward you with exra life you watch ads they mame money you get nothing,-0.4585,0,anticipation
177870,Stops the boredom,4,stops the boredom,-0.4404,0,negative
247568,Time wasting game,1,time wasting game,-0.4019,0,negative
205540,"Fun game but freezes at times, annoying, have to close it down and reopen",5,fun game but freezes at times annoying have to close it down and reopen,-0.3716,0,positive
20970,This app no play online he was offline show the message why,2,this app no play online he was offline show the message why,-0.0772,0,trust
143697,I have been stuck on the same level for 5 months so I finally said forget it and I deleted the game and I will not play it again,1,i have been stuck on the same level for 5 months so i finally said forget it and i deleted the game and i will not play it again,-0.6369,0,trust
29151,Not good,2,not good,-0.3412,0,trust
228726,It keeps freezing,1,it keeps freezing,-0.1027,0,negative
216357,Urgent ad removal needed! Danger! Do not allow children to play - unacceptable ad for CBD gummies for libido!!!,2,urgent ad removal needed danger do not allow children to play unacceptable ad for cbd gummies for libido,-0.5948,0,negative
197207,Good game but I think it is waste of time if you spend you too much time ..,2,good game but i think it is waste of time if you spend you too much time,-0.4118,0,anticipation
189006,Hooked on this game. It never saves my progress from one phone to another though. But I still end up coming back and starting again. I'm hooked for life I think,5,hooked on this game it never saves my progress from one phone to another though but i still end up coming back and starting again im hooked for life i think,-0.1695,0,negative
253911,Very bad game . I hate the game.,1,very bad game i hate the game,-0.8297,0,negative
136273,Very bad experience.,1,very bad experience,-0.5849,0,negative
157307,Stress reliever 🥰,5,stress reliever,-0.0772,0,negative
80309,"Worst. Game. Ever. This needs to be taken out of not only all phones and mobiles, but also out of existence entirely. I can't believe and fully regret that I have actually spent money on this and worse, wasted 3800+ levels worth of my life on this pile of bottom-wiping filth. Also, am I the only one who is being spammed with horribly cringey mobile game ads of this game on others (for e.g. Fruit Ninja, Color Switch, Flow Free, etc.)? I swear that I keep getting forced to watch them constantly.",1,worst game ever this needs to be taken out of not only all phones and mobiles but also out of existence entirely i cant believe and fully regret that i have actually spent money on this and worse wasted 3800 levels worth of my life on this pile of bottomwiping filth also am i the only one who is being spammed with horribly cringey mobile game ads of this game on others for eg fruit ninja color switch flow free etc i swear that i keep getting forced to watch them constantly,-0.9598,0,negative
308694,Stress Reliever!!,5,stress reliever,-0.0772,0,negative
273255,Bad,1,bad,-0.5423,0,negative
244621,"They changed the app to only allowing 20 lives from friends per day, I think that's the worst thing they've ever done.",2,they changed the app to only allowing 20 lives from friends per day i think thats the worst thing theyve ever done,-0.25,0,trust
19727,MY FAVOURITE GAME IS CANDY CRUSH SAGA FOREVER,5,my favourite game is candy crush saga forever,-0.1531,0,trust
241199,"Not the same as when I started 7 years ago. It's just too many difficult levels in a row, or at least 7 out of 10 games. Just not fun unless you can constantly make purchases, which I've done, but now I'm done... Uninstalled!",3,not the same as when i started 7 years ago its just too many difficult levels in a row or at least 7 out of 10 games just not fun unless you can constantly make purchases which ive done but now im done uninstalled,-0.382,0,trust
237746,At times very hard to put down,5,at times very hard to put down,-0.1761,0,trust
136539,They make game for money and torture 😡😡😡,1,they make game for money and torture,-0.5994,0,anticipation
98461,Good time killer,4,good time killer,-0.34,0,anticipation
58551,Osome game But it is boring,5,osome game but it is boring,-0.4497,0,negative
100894,The latest update is so lame 😒 no even ads to help. Feel like deleting the whole thing🥵🙄,1,the latest update is so lame no even ads to help feel like deleting the whole thing,-0.2251,0,trust
26503,Prove stress buster,5,prove stress buster,-0.4215,0,positive
53364,I've been playing this game for years it really does swipe the stress away,4,ive been playing this game for years it really does swipe the stress away,-0.25,0,negative
221778,It's candy crush. You know what you're getting at this point: bejeweled plus.,5,its candy crush you know what youre getting at this point bejeweled plus,-0.1531,0,trust
194136,This game is very worst of the world,2,this game is very worst of the world,-0.659,0,trust
237983,So I just recently updated the game and haven't had any problems before the update and now if I lose a game and when it goes to the screen to buy stuff it stuck and always have to get out and it aggravating. Change my 5 stars down to 1 star because of that. I have to do that after every game,1,so i just recently updated the game and havent had any problems before the update and now if i lose a game and when it goes to the screen to buy stuff it stuck and always have to get out and it aggravating change my 5 stars down to 1 star because of that i have to do that after every game,-0.5635,0,negative
10519,After 200 levels .. this game gone hardly... Importantly this game working into the game mostly money minded... So dont play this game for time pass.... Waste one,1,after 200 levels this game gone hardly importantly this game working into the game mostly money minded so dont play this game for time pass waste one,-0.4779,0,positive
223251,Very poor quality after updating the game,1,very poor quality after updating the game,-0.5256,0,trust
289733,Addicting and no commercials,4,addicting and no commercials,-0.296,0,trust
169280,You can't win levels unless the owner or developer of this game wants you to win.. they have written swipe and relax it should be swipe and get tension... Ridiculous game going to delete it...,1,you cant win levels unless the owner or developer of this game wants you to win they have written swipe and relax it should be swipe and get tension ridiculous game going to delete it,-0.7932,0,negative
147888,"I don't know know why this new version of the game keeps my phone vibrating,I would have given five stars but because of that I'm only giving you guys only one,it's so irritating when the phone keeps on vibrating while I'm playing the game, please try to solve the problem",1,i dont know know why this new version of the game keeps my phone vibratingi would have given five stars but because of that im only giving you guys only oneits so irritating when the phone keeps on vibrating while im playing the game please try to solve the problem,-0.1026,0,negative
132733,"Despite of having an internet connection it keep saying ""No connection!"". I'm not able to get boosters from booster wheel or by watching ads.",2,despite of having an internet connection it keep saying no connection im not able to get boosters from booster wheel or by watching ads,-0.296,0,trust
123016,Great time killer,4,great time killer,-0.0516,0,anticipation
15404,Stress reliever 😍,5,stress reliever,-0.0772,0,negative
170976,"Stress reliever,good",5,stress relievergood,-0.4215,0,negative
41146,Very boring game ...majaai hi nahi aata ...,4,very boring game majaai hi nahi aata,-0.3804,0,negative
53831,It cheats so you have to buy your way to the top!,3,it cheats so you have to buy your way to the top,-0.25,0,trust
149108,what the hell is this new update map looks ridiculous fix it,1,what the hell is this new update map looks ridiculous fix it,-0.7964,0,negative
12336,This is very stupid,1,this is very stupid,-0.5709,0,negative
22970,Worst game in life,1,worst game in life,-0.6249,0,trust
89293,mi abuela no para de jugat este juego y ya se ah vuelto engachadamente enfermisa con este juego... por cierto gracias por la paz que has logrado en mi casa... candy crush,5,mi abuela no para de jugat este juego y ya se ah vuelto engachadamente enfermisa con este juego por cierto gracias por la paz que has logrado en mi casa candy crush,-0.4215,0,trust
89698,Addictive time killer,4,addictive time killer,-0.6486,0,anticipation
235653,Lately not good. It won't connect to the ap store. Which means I'm not getting my lives or gifts,5,lately not good it wont connect to the ap store which means im not getting my lives or gifts,-0.3412,0,anticipation
213811,A real time killer,4,a real time killer,-0.6486,0,trust
65598,"The game ask me to uninstall and install back. And when i did log in to my old account,all my power up are gone?? Worse experiences,only my level was stored. You knoww how much money i spend on those?? Will never download this again!",1,the game ask me to uninstall and install back and when i did log in to my old accountall my power up are gone worse experiencesonly my level was stored you knoww how much money i spend on those will never download this again,-0.4767,0,trust
111978,Nice time killing game 🤪,5,nice time killing game,-0.3818,0,negative
58219,I'm not a fan of the developers removing landscape mode.,4,im not a fan of the developers removing landscape mode,-0.2411,0,trust
303519,its addictive but many levels are tough and i lost life so i am depreesed that's all,4,its addictive but many levels are tough and i lost life so i am depreesed thats all,-0.5719,0,negative
129144,dead good......,5,dead good,-0.34,0,trust
149756,Terrible app,1,terrible app,-0.4767,0,negative
264661,It takes boredom away,5,it takes boredom away,-0.3182,0,negative
195981,Devil roy Vknog,5,devil roy vknog,-0.6597,0,negative
283942,Don't play this app This Is Frod app,1,dont play this app this is frod app,-0.2584,0,trust
120511,Great time killer game,4,great time killer game,-0.0516,0,anticipation
269254,Ver bad game not good becaus level acoding moves to low,1,ver bad game not good becaus level acoding moves to low,-0.7909,0,trust
299094,Very bad experience it is very boring,1,very bad experience it is very boring,-0.7496,0,negative
